date,item,category,region,sales,quantity,price_per_unit
2024-01-07,Product_E,Clothing,Central,218.79,12,18.78
2024-01-08,Product_E,Clothing,Central,190.21,11,93.14
2024-01-09,Product_E,Clothing,Central,214.61,5,41.87
2024-01-10,Product_E,Clothing,Central,158.35,4,58.35
2024-01-11,Product_E,Clothing,Central,218.51,5,71.44
2024-01-12,Product_E,Clothing,Central,251.47,7,33.95
2024-01-13,Product_E,Clothing,Central,230.36,19,51.0
2024-01-14,Product_E,Clothing,Central,180.51,3,61.25
2024-01-15,Product_E,Clothing,Central,205.71,4,99.25
2024-01-16,Product_E,Clothing,Central,193.27,11,72.26
2024-01-17,Product_E,Clothing,Central,202.64,5,98.2
2024-01-18,Product_E,Clothing,Central,194.1,3,71.8
2024-01-19,Product_E,Clothing,Central,193.21,9,81.87
2024-01-20,Product_E,Clothing,Central,192.72,13,80.26
2024-01-21,Product_E,Clothing,Central,158.68,3,44.46
2024-01-22,Product_E,Clothing,Central,170.18,4,48.71
2024-01-23,Product_E,Clothing,Central,144.5,5,37.93
2024-01-24,Product_E,Clothing,Central,136.68,3,94.26
2024-01-25,Product_E,Clothing,Central,164.46,3,25.73
2024-01-26,Product_E,Clothing,Central,202.68,4,76.37
2024-01-27,Product_E,Clothing,Central,152.42,7,16.06
2024-01-28,Product_E,Clothing,Central,222.64,10,92.1
2024-01-29,Product_E,Clothing,Central,200.38,5,74.89
2024-01-30,Product_E,Clothing,Central,115.57,5,74.74
2024-01-31,Product_E,Clothing,Central,228.55,20,43.78
2024-02-01,Product_E,Clothing,Central,241.59,6,23.15
2024-02-02,Product_E,Clothing,Central,164.54,3,31.15
2024-02-03,Product_E,Clothing,Central,224.4,6,46.47
2024-02-04,Product_E,Clothing,Central,188.53,5,19.67
2024-02-05,Product_E,Clothing,Central,205.27,19,91.86
2024-02-06,Product_E,Clothing,Central,157.14,7,83.77
2024-02-07,Product_E,Clothing,Central,128.25,2,29.03
2024-02-08,Product_E,Clothing,Central,181.43,8,69.66
2024-02-09,Product_E,Clothing,Central,194.54,4,92.42
2024-02-10,Product_E,Clothing,Central,184.78,6,81.56
2024-02-11,Product_E,Clothing,Central,161.85,10,97.97
2024-02-12,Product_E,Clothing,Central,213.25,4,24.74
2024-02-13,Product_E,Clothing,Central,209.5,9,19.01
2024-02-14,Product_E,Clothing,Central,200.07,9,83.44
2024-02-15,Product_E,Clothing,Central,212.83,8,17.96
2024-02-16,Product_E,Clothing,Central,183.45,7,98.32
2024-02-17,Product_E,Clothing,Central,255.94,7,47.45
2024-02-18,Product_E,Clothing,Central,172.37,10,98.76
2024-02-19,Product_E,Clothing,Central,201.95,4,35.33
2024-02-20,Product_E,Clothing,Central,230.26,17,15.1
2024-02-21,Product_E,Clothing,Central,221.26,14,62.27
2024-02-22,Product_E,Clothing,Central,210.0,4,54.71
2024-02-23,Product_E,Clothing,Central,170.47,3,50.13
2024-02-24,Product_E,Clothing,Central,218.76,5,75.87
2024-02-25,Product_E,Clothing,Central,156.33,9,42.51
2024-02-26,Product_E,Clothing,Central,171.3,4,16.36
2024-02-27,Product_E,Clothing,Central,181.0,7,58.13
2024-02-28,Product_E,Clothing,Central,247.6,4,52.71
2024-02-29,Product_E,Clothing,Central,213.58,5,48.89
2024-03-01,Product_E,Clothing,Central,170.6,4,63.59
2024-03-02,Product_E,Clothing,Central,189.68,4,46.98
2024-03-03,Product_E,Clothing,Central,188.86,5,66.7
2024-03-04,Product_E,Clothing,Central,151.69,5,22.99
2024-03-05,Product_E,Clothing,Central,239.35,17,11.5
2024-03-06,Product_E,Clothing,Central,142.77,3,31.28
2024-03-07,Product_E,Clothing,Central,270.83,14,76.24
2024-03-08,Product_E,Clothing,Central,236.93,10,55.54
2024-03-09,Product_E,Clothing,Central,260.93,15,96.38
2024-03-10,Product_E,Clothing,Central,172.34,3,87.74
2024-03-11,Product_E,Clothing,Central,204.05,7,78.61
2024-03-12,Product_E,Clothing,Central,157.98,10,10.78
2024-03-13,Product_E,Clothing,Central,207.44,19,62.79
2024-03-14,Product_E,Clothing,Central,224.93,7,56.62
2024-03-15,Product_E,Clothing,Central,265.22,25,48.04
2024-03-16,Product_E,Clothing,Central,147.95,3,49.84
2024-03-17,Product_E,Clothing,Central,171.87,4,30.97
2024-03-18,Product_E,Clothing,Central,212.94,5,62.96
2024-03-19,Product_E,Clothing,Central,154.8,8,31.3
2024-03-20,Product_E,Clothing,Central,246.26,7,84.69
2024-03-21,Product_E,Clothing,Central,168.27,6,33.25
2024-03-22,Product_E,Clothing,Central,208.48,4,70.23
2024-03-23,Product_E,Clothing,Central,211.84,7,53.91
2024-03-24,Product_E,Clothing,Central,183.99,10,66.41
2024-03-25,Product_E,Clothing,Central,213.99,8,99.61
2024-03-26,Product_E,Clothing,Central,203.11,6,53.73
2024-03-27,Product_E,Clothing,Central,181.2,5,92.51
2024-03-28,Product_E,Clothing,Central,196.34,4,50.6
2024-03-29,Product_E,Clothing,Central,218.73,5,62.76
2024-03-30,Product_E,Clothing,Central,283.38,9,27.31
2024-03-31,Product_E,Clothing,Central,202.29,7,32.12
2024-04-01,Product_E,Clothing,Central,240.52,5,40.19
2024-04-02,Product_E,Clothing,Central,171.34,3,57.97
2024-04-03,Product_E,Clothing,Central,215.58,6,58.86
2024-04-04,Product_E,Clothing,Central,183.51,12,43.82
2024-04-05,Product_E,Clothing,Central,153.15,10,66.07
2024-04-06,Product_E,Clothing,Central,165.16,5,80.02
2024-04-07,Product_E,Clothing,Central,269.88,14,24.81
2024-04-08,Product_E,Clothing,Central,245.53,9,93.39
2024-04-09,Product_E,Clothing,Central,230.27,5,47.7
2024-04-10,Product_E,Clothing,Central,152.64,4,17.58
2024-04-11,Product_E,Clothing,Central,190.55,3,69.98
2024-04-12,Product_E,Clothing,Central,227.68,10,62.72
2024-04-13,Product_E,Clothing,Central,243.09,16,96.93
2024-04-14,Product_E,Clothing,Central,145.42,8,68.32
2024-04-15,Product_E,Clothing,Central,178.2,8,74.58
2024-04-16,Product_E,Clothing,Central,222.71,5,70.61
2024-04-17,Product_E,Clothing,Central,238.22,6,90.32
2024-04-18,Product_E,Clothing,Central,129.04,9,39.78
2024-04-19,Product_E,Clothing,Central,197.53,9,98.92
2024-04-20,Product_E,Clothing,Central,223.13,8,75.94
2024-04-21,Product_E,Clothing,Central,259.54,6,29.09
2024-04-22,Product_E,Clothing,Central,234.7,11,35.32
2024-04-23,Product_E,Clothing,Central,253.03,9,31.09
2024-04-24,Product_E,Clothing,Central,182.7,16,89.15
2024-04-25,Product_E,Clothing,Central,130.56,2,40.74
2024-04-26,Product_E,Clothing,Central,210.14,8,10.64
2024-04-27,Product_E,Clothing,Central,253.22,6,84.29
2024-04-28,Product_E,Clothing,Central,279.5,17,24.37
2024-04-29,Product_E,Clothing,Central,241.81,5,65.47
2024-04-30,Product_E,Clothing,Central,233.01,19,66.03
2024-05-01,Product_E,Clothing,Central,236.7,10,43.19
2024-05-02,Product_E,Clothing,Central,197.38,4,82.98
2024-05-03,Product_E,Clothing,Central,191.69,7,95.24
2024-05-04,Product_E,Clothing,Central,272.54,10,79.47
2024-05-05,Product_E,Clothing,Central,188.72,6,90.78
2024-05-06,Product_E,Clothing,Central,280.53,6,17.87
2024-05-07,Product_E,Clothing,Central,199.28,4,84.3
2024-05-08,Product_E,Clothing,Central,256.97,6,28.08
2024-05-09,Product_E,Clothing,Central,150.6,3,86.51
2024-05-10,Product_E,Clothing,Central,221.03,10,95.7
2024-05-11,Product_E,Clothing,Central,187.46,15,23.49
2024-05-12,Product_E,Clothing,Central,155.49,4,61.82
2024-05-13,Product_E,Clothing,Central,217.29,6,11.53
2024-05-14,Product_E,Clothing,Central,258.05,5,14.01
2024-05-15,Product_E,Clothing,Central,188.34,11,11.26
2024-05-16,Product_E,Clothing,Central,179.6,5,93.9
2024-05-17,Product_E,Clothing,Central,199.97,5,84.04
2024-05-18,Product_E,Clothing,Central,227.0,21,58.78
2024-05-19,Product_E,Clothing,Central,250.7,8,54.91
2024-05-20,Product_E,Clothing,Central,249.37,19,71.6
2024-05-21,Product_E,Clothing,Central,218.97,7,78.86
2024-05-22,Product_E,Clothing,Central,289.1,9,23.44
2024-05-23,Product_E,Clothing,Central,230.42,6,25.51
2024-05-24,Product_E,Clothing,Central,220.96,4,65.18
2024-05-25,Product_E,Clothing,Central,161.46,9,96.61
2024-05-26,Product_E,Clothing,Central,214.58,6,16.56
2024-05-27,Product_E,Clothing,Central,202.38,5,32.79
2024-05-28,Product_E,Clothing,Central,243.85,5,83.6
2024-05-29,Product_E,Clothing,Central,236.83,4,55.17
2024-05-30,Product_E,Clothing,Central,185.44,6,77.81
2024-05-31,Product_E,Clothing,Central,212.3,13,59.22
2024-06-01,Product_E,Clothing,Central,237.13,7,18.05
2024-06-02,Product_E,Clothing,Central,283.34,10,86.8
2024-06-03,Product_E,Clothing,Central,246.75,5,18.93
2024-06-04,Product_E,Clothing,Central,243.74,17,33.64
2024-06-05,Product_E,Clothing,Central,219.54,4,21.6
2024-06-06,Product_E,Clothing,Central,223.38,5,19.1
2024-06-07,Product_E,Clothing,Central,261.88,7,42.05
2024-06-08,Product_E,Clothing,Central,175.5,4,31.03
2024-06-09,Product_E,Clothing,Central,194.87,5,31.21
2024-06-10,Product_E,Clothing,Central,175.17,4,88.63
2024-06-11,Product_E,Clothing,Central,231.06,15,87.99
2024-06-12,Product_E,Clothing,Central,278.86,8,21.44
2024-06-13,Product_E,Clothing,Central,196.62,7,24.48
2024-06-14,Product_E,Clothing,Central,122.34,3,78.3
2024-06-15,Product_E,Clothing,Central,206.69,14,55.55
2024-06-16,Product_E,Clothing,Central,241.96,5,94.25
2024-06-17,Product_E,Clothing,Central,249.47,8,95.53
2024-06-18,Product_E,Clothing,Central,244.11,7,45.48
2024-06-19,Product_E,Clothing,Central,207.99,4,54.37
2024-06-20,Product_E,Clothing,Central,182.32,6,54.13
2024-06-21,Product_E,Clothing,Central,232.9,5,84.87
2024-06-22,Product_E,Clothing,Central,201.61,7,40.0
2024-06-23,Product_E,Clothing,Central,312.74,10,61.55
2024-06-24,Product_E,Clothing,Central,243.43,12,81.46
2024-06-25,Product_E,Clothing,Central,200.68,6,40.06
2024-06-26,Product_E,Clothing,Central,198.72,13,31.5
2024-06-27,Product_E,Clothing,Central,232.87,4,37.46
2024-06-28,Product_E,Clothing,Central,204.17,12,51.46
2024-06-29,Product_E,Clothing,Central,261.71,11,13.16
2024-06-30,Product_E,Clothing,Central,242.61,10,58.97
2024-07-01,Product_E,Clothing,Central,189.71,5,42.09
2024-07-02,Product_E,Clothing,Central,309.69,11,96.9
2024-07-03,Product_E,Clothing,Central,244.17,9,33.24
2024-07-04,Product_E,Clothing,Central,252.08,12,51.2
2024-07-05,Product_E,Clothing,Central,207.96,5,28.54
2024-07-06,Product_E,Clothing,Central,228.6,5,11.9
2024-07-07,Product_E,Clothing,Central,245.75,9,79.83
2024-07-08,Product_E,Clothing,Central,152.3,6,60.74
2024-07-09,Product_E,Clothing,Central,311.37,17,76.78
2024-07-10,Product_E,Clothing,Central,271.33,22,86.73
2024-07-11,Product_E,Clothing,Central,193.8,10,88.7
2024-07-12,Product_E,Clothing,Central,187.38,7,75.04
2024-07-13,Product_E,Clothing,Central,219.84,9,91.53
2024-07-14,Product_E,Clothing,Central,227.01,15,26.07
2024-07-15,Product_E,Clothing,Central,250.49,8,17.37
2024-07-16,Product_E,Clothing,Central,236.57,13,94.94
2024-07-17,Product_E,Clothing,Central,266.86,5,43.86
2024-07-18,Product_E,Clothing,Central,295.4,6,59.03
2024-07-19,Product_E,Clothing,Central,243.58,11,73.22
2024-07-20,Product_E,Clothing,Central,185.82,5,99.02
2024-07-21,Product_E,Clothing,Central,281.7,13,70.49
2024-07-22,Product_E,Clothing,Central,277.61,22,20.23
2024-07-23,Product_E,Clothing,Central,344.62,33,99.95
2024-07-24,Product_E,Clothing,Central,177.53,4,80.81
2024-07-25,Product_E,Clothing,Central,217.57,7,37.01
2024-07-26,Product_E,Clothing,Central,145.55,9,35.62
2024-07-27,Product_E,Clothing,Central,248.13,9,78.07
2024-07-28,Product_E,Clothing,Central,189.97,6,16.97
2024-07-29,Product_E,Clothing,Central,309.75,28,19.21
2024-07-30,Product_E,Clothing,Central,205.08,7,93.99
2024-07-31,Product_E,Clothing,Central,163.74,4,82.16
2024-08-01,Product_E,Clothing,Central,207.09,7,42.55
2024-08-02,Product_E,Clothing,Central,156.21,10,88.83
2024-08-03,Product_E,Clothing,Central,266.3,6,25.13
2024-08-04,Product_E,Clothing,Central,150.06,4,53.86
2024-08-05,Product_E,Clothing,Central,222.62,6,95.16
2024-08-06,Product_E,Clothing,Central,149.52,4,58.62
2024-08-07,Product_E,Clothing,Central,229.14,19,15.66
2024-08-08,Product_E,Clothing,Central,289.91,16,12.92
2024-08-09,Product_E,Clothing,Central,265.68,6,75.1
2024-08-10,Product_E,Clothing,Central,190.61,12,85.25
2024-08-11,Product_E,Clothing,Central,229.62,14,37.11
2024-08-12,Product_E,Clothing,Central,224.68,11,43.51
2024-08-13,Product_E,Clothing,Central,251.96,12,54.01
2024-08-14,Product_E,Clothing,Central,158.86,6,98.79
2024-08-15,Product_E,Clothing,Central,249.34,20,22.8
2024-08-16,Product_E,Clothing,Central,112.14,9,66.33
2024-08-17,Product_E,Clothing,Central,207.53,17,85.28
2024-08-18,Product_E,Clothing,Central,221.92,7,57.43
2024-08-19,Product_E,Clothing,Central,263.44,8,25.37
2024-08-20,Product_E,Clothing,Central,208.97,11,38.69
2024-08-21,Product_E,Clothing,Central,196.12,5,28.91
2024-08-22,Product_E,Clothing,Central,195.61,13,97.31
2024-08-23,Product_E,Clothing,Central,232.37,21,82.24
2024-08-24,Product_E,Clothing,Central,230.74,5,36.75
2024-08-25,Product_E,Clothing,Central,211.06,13,23.11
2024-08-26,Product_E,Clothing,Central,206.7,5,67.85
2024-08-27,Product_E,Clothing,Central,262.57,6,94.37
2024-08-28,Product_E,Clothing,Central,206.09,5,24.03
2024-08-29,Product_E,Clothing,Central,225.45,11,85.8
2024-08-30,Product_E,Clothing,Central,313.09,17,16.53
2024-08-31,Product_E,Clothing,Central,162.01,4,46.23
2024-09-01,Product_E,Clothing,Central,160.81,3,68.52
2024-09-02,Product_E,Clothing,Central,270.76,19,95.31
2024-09-03,Product_E,Clothing,Central,211.7,10,40.35
2024-09-04,Product_E,Clothing,Central,229.31,8,14.61
2024-09-05,Product_E,Clothing,Central,205.97,6,21.1
2024-09-06,Product_E,Clothing,Central,218.39,8,41.56
2024-09-07,Product_E,Clothing,Central,306.58,7,82.29
2024-09-08,Product_E,Clothing,Central,252.89,15,42.99
2024-09-09,Product_E,Clothing,Central,260.0,10,23.63
2024-09-10,Product_E,Clothing,Central,168.37,4,73.65
2024-09-11,Product_E,Clothing,Central,199.55,11,43.0
2024-09-12,Product_E,Clothing,Central,130.8,9,66.54
2024-09-13,Product_E,Clothing,Central,207.57,13,98.73
2024-09-14,Product_E,Clothing,Central,284.19,6,45.12
2024-09-15,Product_E,Clothing,Central,247.23,7,92.02
2024-09-16,Product_E,Clothing,Central,230.1,7,25.7
2024-09-17,Product_E,Clothing,Central,233.47,9,85.88
2024-09-18,Product_E,Clothing,Central,216.67,6,68.57
2024-09-19,Product_E,Clothing,Central,242.93,5,90.46
2024-09-20,Product_E,Clothing,Central,262.81,5,18.54
2024-09-21,Product_E,Clothing,Central,176.94,5,76.65
2024-09-22,Product_E,Clothing,Central,257.05,6,64.6
2024-09-23,Product_E,Clothing,Central,267.05,16,81.77
2024-09-24,Product_E,Clothing,Central,219.36,5,17.75
2024-09-25,Product_E,Clothing,Central,254.16,8,25.66
2024-09-26,Product_E,Clothing,Central,324.45,13,11.63
2024-09-27,Product_E,Clothing,Central,234.82,9,59.49
2024-09-28,Product_E,Clothing,Central,258.94,7,69.71
2024-09-29,Product_E,Clothing,Central,210.36,4,29.39
2024-09-30,Product_E,Clothing,Central,225.15,15,86.64
2024-10-01,Product_E,Clothing,Central,252.44,15,97.73
2024-10-02,Product_E,Clothing,Central,223.28,5,55.08
2024-10-03,Product_E,Clothing,Central,210.72,4,18.76
2024-10-04,Product_E,Clothing,Central,235.34,10,67.44
2024-10-05,Product_E,Clothing,Central,309.12,12,93.55
2024-10-06,Product_E,Clothing,Central,265.62,21,59.45
2024-10-07,Product_E,Clothing,Central,267.83,7,68.75
2024-10-08,Product_E,Clothing,Central,217.68,10,42.81
2024-10-09,Product_E,Clothing,Central,272.13,6,27.54
2024-10-10,Product_E,Clothing,Central,241.49,5,60.64
2024-10-11,Product_E,Clothing,Central,201.89,4,74.22
2024-10-12,Product_E,Clothing,Central,246.95,13,61.19
2024-10-13,Product_E,Clothing,Central,181.7,4,48.89
2024-10-14,Product_E,Clothing,Central,191.7,3,50.7
2024-10-15,Product_E,Clothing,Central,249.29,15,45.05
2024-10-16,Product_E,Clothing,Central,245.86,5,38.77
2024-10-17,Product_E,Clothing,Central,186.63,4,89.31
2024-10-18,Product_E,Clothing,Central,288.98,12,17.49
2024-10-19,Product_E,Clothing,Central,274.61,7,38.04
2024-10-20,Product_E,Clothing,Central,209.22,5,49.84
2024-10-21,Product_E,Clothing,Central,175.36,5,80.01
2024-10-22,Product_E,Clothing,Central,239.62,9,49.88
2024-10-23,Product_E,Clothing,Central,209.14,8,43.06
2024-10-24,Product_E,Clothing,Central,247.44,7,82.79
2024-10-25,Product_E,Clothing,Central,231.82,9,57.18
2024-10-26,Product_E,Clothing,Central,167.46,4,34.25
2024-10-27,Product_E,Clothing,Central,206.19,9,94.01
2024-10-28,Product_E,Clothing,Central,221.39,5,61.95
2024-10-29,Product_E,Clothing,Central,257.93,7,12.64
2024-10-30,Product_E,Clothing,Central,214.58,6,55.86
2024-10-31,Product_E,Clothing,Central,313.6,9,42.35
2024-11-01,Product_E,Clothing,Central,180.28,13,27.4
2024-11-02,Product_E,Clothing,Central,289.41,6,46.78
2024-11-03,Product_E,Clothing,Central,228.11,7,14.74
2024-11-04,Product_E,Clothing,Central,288.07,25,74.55
2024-11-05,Product_E,Clothing,Central,248.49,7,55.78
2024-11-06,Product_E,Clothing,Central,300.72,15,77.03
2024-11-07,Product_E,Clothing,Central,230.0,13,27.09
2024-11-08,Product_E,Clothing,Central,187.22,6,35.77
2024-11-09,Product_E,Clothing,Central,286.37,14,68.07
2024-11-10,Product_E,Clothing,Central,222.96,6,84.21
2024-11-11,Product_E,Clothing,Central,258.63,9,16.58
2024-11-12,Product_E,Clothing,Central,304.56,14,98.2
2024-11-13,Product_E,Clothing,Central,220.64,6,73.88
2024-11-14,Product_E,Clothing,Central,275.81,26,56.64
2024-11-15,Product_E,Clothing,Central,231.73,20,61.23
2024-11-16,Product_E,Clothing,Central,232.75,4,97.16
2024-11-17,Product_E,Clothing,Central,235.3,7,51.24
2024-11-18,Product_E,Clothing,Central,192.6,4,70.62
2024-11-19,Product_E,Clothing,Central,217.27,17,51.92
2024-11-20,Product_E,Clothing,Central,299.5,15,52.28
2024-11-21,Product_E,Clothing,Central,283.84,10,62.39
2024-11-22,Product_E,Clothing,Central,245.38,10,24.78
2024-11-23,Product_E,Clothing,Central,267.36,8,84.72
2024-11-24,Product_E,Clothing,Central,246.11,6,40.45
2024-11-25,Product_E,Clothing,Central,304.77,6,92.1
2024-11-26,Product_E,Clothing,Central,245.65,13,13.55
2024-11-27,Product_E,Clothing,Central,259.76,6,84.48
2024-11-28,Product_E,Clothing,Central,286.71,5,90.09
2024-11-29,Product_E,Clothing,Central,222.09,6,57.7
2024-11-30,Product_E,Clothing,Central,294.16,26,32.2
2024-12-01,Product_E,Clothing,Central,195.21,6,66.57
2024-12-02,Product_E,Clothing,Central,299.27,9,76.84
2024-12-03,Product_E,Clothing,Central,234.12,11,60.85
2024-12-04,Product_E,Clothing,Central,228.14,16,47.23
2024-12-05,Product_E,Clothing,Central,176.37,4,72.41
2024-12-06,Product_E,Clothing,Central,228.04,4,35.01
2024-12-07,Product_E,Clothing,Central,189.17,6,39.66
2024-12-08,Product_E,Clothing,Central,226.75,8,87.13
2024-12-09,Product_E,Clothing,Central,235.71,6,89.42
2024-12-10,Product_E,Clothing,Central,294.25,16,88.6
2024-12-11,Product_E,Clothing,Central,255.58,20,89.97
2024-12-12,Product_E,Clothing,Central,263.66,11,38.31
2024-12-13,Product_E,Clothing,Central,194.14,6,94.66
2024-12-14,Product_E,Clothing,Central,206.55,17,41.7
2024-12-15,Product_E,Clothing,Central,315.17,7,45.64
2024-12-16,Product_E,Clothing,Central,227.1,12,48.23
2024-12-17,Product_E,Clothing,Central,331.1,13,92.39
2024-12-18,Product_E,Clothing,Central,230.45,5,55.46
2024-12-19,Product_E,Clothing,Central,259.22,5,51.87
2024-12-20,Product_E,Clothing,Central,269.61,21,33.6
2024-12-21,Product_E,Clothing,Central,287.56,10,24.12
2024-12-22,Product_E,Clothing,Central,234.75,4,79.02
2024-12-23,Product_E,Clothing,Central,219.85,10,63.17
2024-12-24,Product_E,Clothing,Central,230.97,5,94.72
2024-12-25,Product_E,Clothing,Central,266.83,5,56.37
2024-12-26,Product_E,Clothing,Central,282.83,6,60.59
2024-12-27,Product_E,Clothing,Central,253.42,7,20.33
2024-12-28,Product_E,Clothing,Central,281.25,18,57.66
2024-12-29,Product_E,Clothing,Central,317.92,15,11.89
2024-12-30,Product_E,Clothing,Central,271.69,6,12.92
2024-12-31,Product_E,Clothing,Central,261.77,7,58.53
